Image.Var,Image.Skew,Image.Curt,Entropy,Class
3.4246,-0.14693,0.80342,0.29136,0
-3.5895,-6.572,10.5251,-0.16381,1
-0.36506,2.8928,-3.6461,-3.0603,1
-2.4953,11.1472,1.9353,-3.4638,0
2.5817,9.7546,-3.1749,-2.9957,0
-1.6677,-7.1535,7.8929,0.96765,1
0.22432,-0.52147,-0.40386,1.2017,1
3.6575,7.2797,-2.2692,-1.144,0
5.7823,5.5788,-2.4089,-0.056479,0
-2.4115,-9.1359,9.3444,-0.65259,1
-1.7279,-6.841,8.9494,0.68058,1
3.9719,1.0367,0.75973,1.0013,0
3.946,6.8514,-1.5443,-0.5582,0
-7.0421,9.2,0.25933,-4.6832,1
-2.9138,-9.4711,9.7668,-0.60216,1
0.66365,-0.045533,-0.18794,0.23447,1
0.89566,7.7763,-2.7473,-1.9353,0
-0.13144,-1.7775,8.3316,0.35214,0
2.2123,-5.8395,7.7687,-0.85302,0
-5.2406,6.6258,-0.19908,-6.8607,1
4.9294,0.27727,0.20792,0.33662,0
0.85574,0.0082678,6.6042,-0.53104,0
2.2504,3.5757,0.35273,0.2836,0
3.4647,-3.9172,3.9746,0.36119,0
-0.39816,5.9781,1.3912,-1.1621,0
2.1943,4.5503,-4.976,-2.7254,1
-1.4427,3.2922,-1.9702,-3.4392,1
0.11686,3.735,-4.4379,-4.3741,1
5.807,5.0097,-2.2384,0.43878,0
-1.6641,-1.3678,1.997,0.52283,1
-0.40804,0.54214,-0.52725,0.6586,1
1.3566,4.2358,2.1341,0.3211,0
-5.3012,7.3915,0.029699,-7.3987,1
4.8368,10.0132,-4.3239,-4.3276,0
-1.6514,-8.4985,9.1122,1.2379,1
-2.1059,1.1815,-0.53324,-0.82716,1
3.5982,7.1307,-1.3035,0.21248,0
-0.8172,3.3812,-3.6684,-3.456,1
-3.5713,-12.4922,14.8881,-0.47027,1
-0.025314,-0.17383,-0.11339,1.2198,1
-0.95403,1.9824,-2.3163,-1.1957,1
-2.6286,0.18002,1.7956,0.97282,1
-3.3793,-13.7731,17.9274,-2.0323,1
2.6718,5.6574,0.72974,-1.4892,0
-0.7056,8.7241,2.2215,-4.5965,0
0.72252,-0.053811,5.6703,-1.3509,0
4.1425,-3.6792,3.8281,1.6297,0
-0.24745,1.9368,-2.4697,-0.80518,1
-0.278,8.1881,-3.1338,-2.5276,0
-0.9854,-6.661,5.8245,0.5461,1
0.4339,5.5395,2.033,-0.40432,0
-1.1859,-1.2519,2.2635,0.77239,1
1.6408,4.2503,-4.9023,-2.6621,1
-2.564,-1.7051,1.5026,0.32757,1
4.6562,7.6398,-2.4243,-1.2384,0
3.9121,2.9735,0.92852,0.60558,0
2.9856,7.2673,-0.409,-2.2431,0
2.3718,7.4908,0.015989,-1.7414,0
5.2423,11.0272,-4.353,-4.1013,0
3.7635,2.7811,0.66119,0.34179,0
0.5195,-3.2633,3.0895,-0.9849,0
2.6562,10.7044,-3.3085,-4.0767,0
4.0329,0.23175,0.89082,1.1823,0
-2.2617,-4.7428,6.3489,0.11162,1
-1.6637,3.2881,-2.2701,-2.2224,1
0.74067,1.7299,-3.1963,-0.1457,1
-2.5419,-0.65804,2.6842,1.1952,1
-1.8974,3.5074,-1.7842,-3.8491,1
-1.3612,10.694,1.7022,-2.9026,0
2.4226,-4.5752,5.947,0.21507,0
-3.8073,-8.0971,10.1772,0.65084,1
-1.8348,11.0334,3.1863,-4.8888,0
3.9529,-2.3548,2.3792,0.48274,0
0.39012,-0.14279,-0.031994,0.35084,1
-1.8584,7.886,-1.6643,-1.8384,0
-1.7589,-6.4624,8.4773,0.31981,1
3.8962,-4.7904,3.3954,-0.53751,0
1.164,3.913,-4.5544,-3.8672,1
2.877,-4.0599,3.6259,-0.32544,0
2.9719,6.8369,-0.2702,0.71291,0
4.7965,6.9859,-1.9967,-0.35001,0
-5.637,8.1261,0.13081,-5.0142,1
1.3419,-4.4221,8.09,-1.7349,0
1.0194,1.1029,-2.3,0.59395,1
-6.5084,8.7696,0.23191,-3.937,1
-1.6001,-9.5828,9.4044,0.081882,1
2.1948,1.3781,1.1582,0.85774,0
-1.0744,-6.3113,5.355,0.80472,1
1.2279,4.0309,-4.6435,-3.9125,1
3.6922,-3.9585,4.3439,1.3517,0
-3.7503,-13.4586,17.5932,-2.7771,1
4.1927,-3.2674,2.5839,0.21766,0
-3.2854,4.0372,-0.45356,-1.8228,1
-0.8471,3.1329,-3.0112,-2.9388,1
-2.8267,-9.0407,9.0694,-0.98233,1
1.5902,2.2948,3.2403,0.18404,0
-0.7351,1.7361,-1.4938,-1.1582,1
3.8384,6.1851,-2.0439,-0.033204,0
0.74307,11.17,-1.3824,-4.0728,0
1.9818,9.2621,-3.521,-1.872,0
-2.7028,1.6327,0.83598,-0.091393,1
1.1166,8.6496,-0.96252,-1.8112,0
1.3638,-4.7759,8.4182,-1.8836,0
3.5257,1.2829,1.9276,1.7991,0
0.3223,-0.89808,8.0883,0.69222,0
2.2091,7.4556,-1.3284,-3.3021,0
1.6849,8.7489,-1.2641,-1.3858,0
-0.11783,-1.5789,8.03,-0.028031,0
-0.62043,0.5587,-0.38587,-0.66423,1
0.24835,7.6439,0.9885,-0.87371,0
-3.793,-12.7095,12.7957,-2.825,1
-1.8076,-8.8131,8.7086,-0.21682,1
0.86202,2.6963,4.2908,0.54739,0
-1.005,0.084831,-0.2462,0.45688,1
3.3004,7.0811,-1.3258,0.22283,0
-0.70867,-5.5602,4.0483,0.903,1
-4.3773,-5.5167,10.939,-0.4082,1
-6.2815,6.6651,0.52581,-7.0107,1
0.31803,-0.99326,1.0947,0.88619,1
-1.3,10.2678,-2.953,-5.8638,0
-0.64472,-4.6062,8.347,-2.7099,0
-3.7244,1.9037,-0.035421,-2.5095,1
-4.2859,8.5234,3.1392,-0.91639,0
-3.2305,-7.2135,11.6433,-0.94613,1
4.4295,-2.3507,1.7048,0.90946,0
5.0691,0.21313,0.20278,1.2095,0
2.2429,-4.1427,5.2333,-0.40173,0
-0.56877,1.4174,-1.4252,-1.1246,1
-4.244,-13.0634,17.1116,-2.8017,1
1.1558,6.4003,1.5506,0.6961,0
-1.8046,-6.8141,6.7019,1.1681,1
0.50225,0.65388,-1.1793,0.39998,1
5.591,10.4643,-4.3839,-4.3379,0
4.0127,10.1477,-3.9366,-4.0728,0
0.5706,-0.0248,1.2421,-0.5621,0
2.5328,7.528,-0.41929,-2.6478,0
4.0632,3.584,0.72545,0.39481,0
1.5077,1.9596,-3.0584,-0.12243,1
0.74521,3.6357,-4.4044,-4.1414,1
-2.234,-7.0314,7.4936,0.61334,1
-2.8619,4.5193,-0.58123,-4.2629,1
4.052,-0.16555,0.45383,0.51248,0
-2.6479,10.1374,-1.331,-5.4707,0
0.30081,0.17381,-1.7542,0.48921,1
-1.9667,11.8052,-0.40472,-7.8719,0
-2.0897,10.8265,2.3603,-3.4198,0
3.0672,-4.4117,3.8238,-0.81682,0
-1.6936,2.7852,-2.1835,-1.9276,1
-1.9983,-6.6072,4.8254,-0.41984,1
2.1752,-0.8091,5.1022,-0.67975,0
0.74428,-3.7723,1.6131,1.5754,1
-0.46651,2.3383,-2.9812,-1.0431,1
5.8862,5.8747,-2.8167,-0.30087,0
3.5288,0.71596,1.9507,1.9375,0
-1.5222,10.8409,2.7827,-4.0974,0
0.051979,7.0521,-2.0541,-3.1508,0
-0.16682,5.8974,0.49839,-0.70044,0
2.2546,8.0992,-0.24877,-3.2698,0
1.6988,2.9094,2.9044,0.11033,0
-2.4725,-0.40145,1.4855,1.1189,1
-1.8969,-6.7893,5.2761,-0.32544,1
-1.4377,-1.432,2.1144,0.42067,1
5.262,3.9834,-1.5572,1.0103,0
3.0333,-2.5928,2.3183,0.303,0
-1.9922,11.6542,2.6542,-5.2107,0
-3.7573,-8.2916,10.3032,0.38059,1
-3.9698,3.6812,-0.60008,-4.0133,1
0.3292,-4.4552,4.5718,-0.9888,0
-1.6662,-0.30005,1.4238,0.024986,1
-4.8861,7.0542,-0.17252,-6.959,1
2.0153,0.43661,4.5864,-0.3151,0
2.7744,6.8576,-1.0671,0.075416,0
-2.1652,3.0211,-2.4132,-2.4241,1
-2.7083,-6.8266,7.5339,0.59007,1
4.0047,0.45937,1.3621,1.6181,0
3.5156,10.1891,-4.2759,-4.978,0
2.9233,6.0464,-0.11168,-0.58665,0
2.8297,6.3485,-0.73546,-0.58665,0
-2.8829,3.8964,-0.1888,-1.1672,1
-2.121,-0.05588,1.949,1.353,1
0.96708,3.8426,-4.9314,-4.1323,1
-1.7976,-6.7686,6.6753,0.89912,1
-1.7064,3.3088,-2.2829,-2.1978,1
-0.77995,3.2322,-3.282,-3.1004,1
0.56232,1.0015,-2.2726,-0.0060486,1
2.3164,-2.628,3.1529,-0.08622,0
-3.7181,-8.5089,12.363,-0.95518,1
0.80355,2.8473,4.3439,0.6017,0
3.4591,11.112,-4.2039,-5.0931,0
-3.9204,4.0723,-0.23678,-2.1151,1
3.404,8.7261,-2.9915,-0.57242,0
-2.5754,-5.6574,6.103,0.65214,1
4.1654,-3.4495,3.643,1.0879,0
-4.4861,-13.2889,17.3087,-3.2194,1
-4.5046,-5.8126,10.8867,-0.52846,1
1.5514,3.8013,-4.9143,-3.7483,1
0.23874,2.0879,-3.3522,-0.66553,1
-6.5773,6.8017,0.85483,-7.5344,1
-0.17296,-1.1816,1.3818,0.7336,1
2.0177,1.7982,-2.9581,0.2099,1
-0.95923,-6.7128,4.9857,0.32886,1
2.4486,-6.3175,7.9632,0.20602,0
3.7935,7.9853,-2.5477,-1.872,0
-6.5235,9.6014,-0.25392,-6.9642,1
-1.3066,0.25244,0.7623,1.7758,1
4.6464,10.5326,-4.5852,-4.206,0
6.0919,2.9673,-1.3267,1.4551,0
0.81356,9.1566,-2.1492,-4.1814,0
2.6799,3.1349,0.34073,0.58489,0
4.6361,-2.6611,2.8358,1.1991,0
0.94732,-0.57113,7.1903,-0.67587,0
3.9433,2.5017,1.5215,0.903,0
-0.3489,3.1929,-3.4054,-3.1832,1
0.90407,3.3708,-4.4987,-3.6965,1
1.2706,8.035,-0.19651,-2.1888,0
-1.3414,-2.0776,2.8093,0.60688,1
2.5698,-4.4076,5.9856,0.078002,0
-0.70346,2.957,-3.5947,-3.1457,1
-2.4349,-9.2497,8.9922,-0.50001,1
4.6499,7.6336,-1.9427,-0.37458,0
0.11739,6.2761,-1.5495,-2.4746,0
-1.4454,-8.4385,8.8483,0.96894,1
0.64295,7.1018,0.3493,-0.41337,0
-2.3211,3.166,-1.0002,-2.7151,1
4.5459,8.1674,-2.4586,-1.4621,0
3.2351,9.647,-3.2074,-2.5948,0
4.3937,0.35798,2.0416,1.2004,0
2.7213,7.05,-0.58808,0.41809,0
3.3756,-4.0951,4.367,1.0698,0
4.6352,-3.0087,2.6773,1.212,0
-2.0336,-1.4092,1.1582,0.36507,1
1.5099,0.039307,6.2332,-0.30346,0
0.53936,3.8944,-4.8166,-4.3418,1
0.5415,6.0319,1.6825,-0.46122,0
-4.6765,-5.6636,10.969,-0.33449,1
-2.4365,3.6026,-1.4166,-2.8948,1
-1.5078,-7.3191,7.8981,1.2289,1
-2.5373,-6.959,8.8054,1.5289,1
3.6667,4.302,0.55923,0.33791,0
3.6077,6.8576,-1.1622,0.28231,0
-3.3582,-7.2404,11.4419,-0.57113,1
-4.2091,4.7283,-0.49126,-5.2159,1
3.9994,0.90427,1.1693,1.6892,0
-3.9594,4.0289,-0.35845,-3.8957,1
-3.8167,5.1401,-0.65063,-5.4306,1
-1.239,-6.541,4.8151,-0.033204,1
-6.4247,9.5311,0.022844,-6.8517,1
-1.9409,-8.6848,9.155,0.94049,1
1.5691,6.3465,-0.1828,-2.4099,0
2.2634,-4.4862,3.6558,-0.61251,0
-1.4904,-2.2183,1.6054,0.89394,1
3.2422,6.2265,0.12224,-1.4466,0
4.0932,5.4132,-1.8219,0.23576,0
3.5761,9.7753,-3.9795,-3.4638,0
2.0051,-6.8638,8.132,-0.2401,0
-0.89542,2.0279,-2.3652,-1.2746,1
1.4896,3.4288,-4.0309,-1.4259,1
-0.50816,2.868,-1.8108,-2.2612,1
-2.1241,-6.8969,5.5992,-0.47156,1
-2.4621,2.7645,-0.62578,-2.8573,1
-0.93587,-5.1008,4.5367,1.3866,1
-1.4275,11.8797,0.41613,-6.9978,0
-0.27802,8.1881,-3.1338,-2.5276,0
0.57461,10.1105,-1.6917,-4.3922,0
5.2032,3.5116,-1.2538,1.0129,0
-0.97325,-6.4168,5.6026,1.0323,1
1.3349,6.1189,0.46497,0.49826,0
1.9647,6.9383,0.57722,0.66377,0
4.7072,8.2957,-2.5605,-1.4905,0
4.2134,-2.806,2.0116,0.67412,0
0.5195,-3.2633,3.0895,-0.9849,0
-2.5463,3.1101,-0.83228,-3.0358,1
-0.75793,2.5349,-3.0464,-1.2629,1
-0.69745,-1.7672,-0.34474,-0.12372,1
-3.6961,-13.6779,17.5795,-2.6181,1
3.8197,8.9951,-4.383,-4.0327,0
-1.7781,0.8546,7.1303,0.027572,0
2.4196,6.4665,-0.75688,0.228,0
5.0297,-4.9704,3.5025,-0.23751,0
-0.40857,3.0977,-2.9607,-2.6892,1
-0.88728,2.808,-3.1432,-1.2035,1
0.51947,-3.2633,3.0895,-0.98492,0
3.6582,5.6864,-1.7157,-0.23751,0
-3.3884,-8.215,10.3315,0.98187,1
-2.0759,10.8223,2.6439,-4.837,0
-1.5228,-6.4789,5.7568,0.87325,1
-0.64326,2.4748,-2.9452,-1.0276,1
2.4391,6.4417,-0.80743,-0.69139,0
1.4507,8.7903,-2.2324,-0.65259,0
-1.1022,-5.8395,4.5641,0.68705,1
6.8248,5.2187,-2.5425,0.5461,0
2.6917,10.8161,-3.3,-4.2888,0
4.5597,-2.4211,2.6413,1.6168,0
2.9736,8.7944,-3.6359,-1.3754,0
-0.55008,2.8659,-1.6488,-2.4319,1
2.5605,9.2683,-3.5913,-1.356,0
3.9899,-2.7066,2.3946,0.86291,0
2.0007,1.8644,2.6491,0.47369,0
-1.3887,-4.8773,6.4774,0.34179,1
2.4008,9.3593,-3.3565,-3.3526,0
-1.0112,2.9984,-1.1664,-1.6185,1
-1.1306,1.8458,-1.3575,-1.3806,1
-2.3242,11.5176,1.8231,-5.375,0
-2.41,3.7433,-0.40215,-1.2953,1
1.4578,-0.08485,4.1785,0.59136,0
3.8244,-3.1081,2.4537,0.52024,0
2.1059,7.6046,-0.47755,-1.8461,0
1.3451,0.23589,-1.8785,1.3258,1
0.55939,-0.3104,0.18307,0.44653,1
3.9922,-4.4676,3.7304,-0.1095,0
2.1616,-6.8804,8.1517,-0.081048,0
-2.8833,1.7713,0.68946,-0.4638,1
2.4287,9.3821,-3.2477,-1.4543,0
3.9362,10.1622,-3.8235,-4.0172,0
2.6463,-4.8152,6.3549,0.003003,0
3.1088,3.1122,0.80857,0.4336,0
-4.9447,3.3005,1.063,-1.444,1
1.5268,-5.5871,8.6564,-1.722,0
4.1197,-2.7956,2.0707,0.67412,0
-0.41965,2.9094,-1.7859,-2.2069,1
0.95626,2.4728,4.4578,0.21636,0
4.364,-3.1039,2.3757,0.78532,0
-0.278,8.1881,-3.1338,-2.5276,0
2.6415,7.586,-0.28562,-1.6677,0
2.2596,-0.033118,4.7355,-0.2776,0
-1.5851,-2.1562,1.7082,0.9017,1
-5.8818,7.6584,0.5558,-2.9155,1
0.1848,6.5079,2.0133,-0.87242,0
3.7798,-3.3109,2.6491,0.066365,0
-2.899,-0.60424,2.6045,1.3776,1
3.4776,8.811,-3.1886,-0.92285,0
-2.9915,-6.6258,8.6521,1.8198,1
2.0466,2.03,2.1761,-0.083634,0
-3.73,-12.9723,12.9817,-2.684,1
-0.90784,-7.9026,6.7807,0.34179,1
2.9543,1.076,0.64577,0.89394,0
0.9297,-3.7971,4.6429,-0.2957,0
1.2247,8.7779,-2.2135,-0.80647,0
0.48797,3.5674,-4.3882,-3.8116,1
3.8481,10.1539,-3.8561,-4.2228,0
-0.55355,-7.9233,6.7156,0.74394,1
4.3846,-4.8794,3.3662,-0.029324,0
-6.3679,8.0102,0.4247,-3.2207,1
3.8417,10.0215,-4.2699,-4.9159,0
-1.5322,-5.0966,6.6779,0.17498,1
1.04,-6.9321,8.2888,-1.2991,0
-2.6649,-12.813,12.6689,-1.9082,1
4.7432,2.1086,0.1368,1.6543,0
1.1317,3.9647,3.3979,0.84351,0
3.4663,1.1112,1.7425,1.3388,0
-0.86339,1.9348,-2.3729,-1.0897,1
2.4235,9.5332,-3.0789,-2.7746,0
0.33325,3.3108,-4.5081,-4.012,1
-0.38388,-1.0471,8.0514,0.49567,0
-0.66008,-3.226,3.8058,1.1836,1
3.4092,5.4049,-2.5228,-0.89958,0
-2.1333,1.5685,-0.084261,-1.7453,1
-1.3,10.2678,-2.953,-5.8638,0
-1.0116,-0.19038,-0.90597,0.003003,1
4.2478,7.6956,-2.7696,-1.0767,0
-3.1128,-6.841,10.7402,-1.0172,1
-2.5912,-0.10554,1.2798,1.0414,1
-2.2501,3.3129,-0.88369,-2.8974,1
0.3798,0.7098,0.7572,-0.4444,0
0.20977,-0.46146,7.7267,0.90946,0
5.2868,3.257,-1.3721,1.1668,0
3.1452,5.825,-0.51439,-1.4944,0
-1.8782,-6.5865,4.8486,-0.021566,1
-0.33729,-0.64976,7.6659,0.72326,0
3.5127,2.9073,1.0579,0.40774,0
-0.63298,-5.1277,4.5624,1.4797,1
1.645,7.8612,-0.87598,-3.5569,0
0.93611,8.6413,-1.6351,-1.3043,0
5.0185,8.5978,-2.9375,-1.281,0
1.3114,4.5462,2.2935,0.22541,0
1.3264,1.0326,5.6566,-0.41337,0
-3.518,2.8763,0.1548,-1.2086,1
1.0284,9.767,-1.3687,-1.7853,0
4.3684,9.6718,-3.9606,-3.1625,0
4.2475,1.4816,-0.48355,0.95343,0
-0.47465,-4.3496,1.9901,0.7517,1
1.7257,-4.4697,8.2219,-1.8073,0
2.7206,9.0821,-3.3111,-0.96811,0
-1.9389,1.5706,0.045979,-1.122,1
-1.8387,-6.301,5.6506,0.19567,1
1.9476,-4.7738,8.527,-1.8668,0
-2.6989,12.1984,0.67661,-8.5482,0
0.3292,-4.4552,4.5718,-0.9888,0
-3.506,-12.5667,15.1606,-0.75216,1
-4.7462,3.1205,1.075,-1.2966,1
0.81583,4.84,-5.2613,-6.0823,1
5.0617,-0.35799,0.44698,0.99868,0
2.0843,6.6258,0.48382,-2.2134,0
-0.092194,0.39315,-0.32846,-0.13794,1
5.681,7.795,-2.6848,-0.92544,0
0.5706,-0.0248,1.2421,-0.5621,0
-0.77848,3.4019,-3.4859,-3.5569,1
-3.9411,-12.8792,13.0597,-3.3125,1
3.2051,8.6889,-2.9033,-0.7819,0
4.1373,0.49248,1.093,1.8276,0
5.4944,1.5478,0.041694,1.9284,0
-2.3629,-0.10554,1.9336,1.1358,1
1.8114,7.6067,-0.9788,-2.4668,0
-1.682,-6.8121,7.1398,1.3323,1
3.6941,-3.9482,4.2625,1.1577,0
1.9157,6.0816,0.23705,-2.0116,0
2.565,8.633,-2.9941,-1.3082,0
3.2692,3.4184,0.20706,-0.066824,0
-2.5526,-7.3625,6.9255,-0.66811,1
4.9923,7.8653,-2.3515,-0.71984,0
0.60731,3.9544,-4.772,-4.4853,1
3.4566,9.5228,-4.0112,-3.5944,0
3.9772,0.33521,2.2566,2.1625,0
-0.72068,-6.7583,5.8408,0.62369,1
-2.2623,12.1177,0.28846,-7.7581,0
4.6014,5.6264,-2.1235,0.19309,0
-1.3907,-1.3781,2.3055,-0.021566,1
4.3064,8.2068,-2.7824,-1.4336,0
2.2279,4.0951,-4.8037,-2.1112,1
-1.2792,2.1376,-0.47584,-1.3974,1
0.7049,0.17174,-1.7859,0.36119,1
4.1962,0.74493,0.83256,0.753,0
3.5862,-3.0957,2.8093,0.24481,0
-2.0891,-0.48422,1.704,1.7435,1
-0.7869,9.5663,-3.7867,-7.5034,0
2.8523,9.0096,-3.761,-3.3371,0
0.4283,-0.94981,-1.0731,0.3211,1
-2.3277,1.4381,-0.82114,-1.2862,1
0.88444,6.5906,0.55837,-0.44182,0
0.67886,4.1199,-4.569,-4.1414,1
2.8232,10.8513,-3.1466,-3.9784,0
1.9572,-5.1153,8.6127,-1.4297,0
0.5706,-0.0248,1.2421,-0.5621,0
-1.0802,2.1996,-2.5862,-1.2759,1
0.21431,-0.69529,0.87711,0.29653,1
0.29961,7.1328,-0.31475,-1.1828,0
-1.8483,0.31038,0.77344,1.4189,1
4.1757,10.2615,-3.8552,-4.3056,0
3.2414,0.40971,1.4015,1.1952,0
2.6946,6.7976,-0.40301,0.44912,0
-6.3364,9.2848,0.014275,-6.7844,1
1.7452,4.8028,2.0878,0.62627,0
2.6648,10.754,-3.3994,-4.1685,0
0.062525,2.9301,-3.5467,-2.6737,1
2.031,1.852,-3.0121,0.003003,1
-0.2062,9.2207,-3.7044,-6.8103,0
4.0422,-4.391,4.7466,1.137,0
-0.49281,3.0605,-1.8356,-2.834,1
0.3798,0.7098,0.7572,-0.4444,0
-2.9146,4.0537,-0.45699,-4.0327,1
3.4669,6.87,-1.0568,-0.73147,0
-0.39416,-0.020702,-0.066267,-0.44699,1
-4.6338,-12.7509,16.7166,-3.2168,1
0.26637,0.73252,-0.67891,0.03533,1
1.6799,4.2068,-4.5398,-2.3931,1
-2.659,-1.6058,1.3647,0.16464,1
2.3952,9.5083,-3.1783,-3.0086,0
3.5438,1.2395,1.997,2.1547,0
0.0040545,0.62905,-0.64121,0.75817,1
0.66018,10.3878,-1.4029,-3.9151,0
1.4378,0.66837,-2.0267,1.0271,1
3.4312,6.2637,-1.9513,-0.36165,0
-2.3675,-0.43663,1.692,-0.43018,1
-0.78289,11.3603,-0.37644,-7.0495,0
-3.3604,-0.32696,2.1324,0.6017,1
4.1529,-3.9358,2.8633,-0.017686,0
5.438,9.4669,-4.9417,-3.9202,0
3.7758,7.1783,-1.5195,0.40128,0
1.6349,3.286,2.8753,0.087054,0
4.1711,8.722,-3.0224,-0.59699,0
3.4893,6.69,-1.2042,-0.38751,0
-1.786,-8.1157,7.0858,-1.2112,1
-1.2369,-1.6906,2.518,0.51636,1
-1.7063,2.7956,-2.378,-2.3491,1
-2.7143,11.4535,2.1092,-3.9629,0
5.7353,5.2808,-2.2598,0.075416,0
-1.2786,-2.4087,4.5735,0.47627,1
2.6104,8.0081,-0.23592,-1.7608,0
1.2309,3.8923,-4.8277,-4.0069,1
2.3066,3.5364,0.57551,0.41938,0
3.9292,-2.9156,2.2129,0.30817,0
-1.5732,1.0636,-0.71232,-0.8388,1
0.20216,1.9182,-3.2828,-0.61768,1
